raceNumber;time;contestant;score;child
46;1512817715.8789747;Rick_4_0.002448;77.3633852125;
46;1512817715.8789747;Stan_3_0.430238;34.7361;RIP
47;1512817720.6882238;Stan_6_0.110165;954.733145252;Stan_7_0.266591
47;1512817720.6882238;Qurl_2_0.002489;797.261350662;
47;1512817720.6882238;Stan_0_18.000000;757.739925911;
47;1512817720.6882238;Stan_1_0.006741;742.154953468;
47;1512817720.6882238;Stan_3_0.272069;741.851175834;
47;1512817720.6882238;Stan_2_0.413767;689.137842557;
47;1512817720.6882238;Rick_2_0.002941;276.965968877;
47;1512817720.6882238;Rick_4_0.006140;273.942894451;
47;1512817720.6882238;Rick_4_0.002448;226.194037591;
47;1512817720.6882238;Xavi_0_23.000000;195.472473729;RIP
48;1512817724.5927787;Qurl_1_0.797386;818.358025863;Qurl_2_0.314982
48;1512817724.5927787;Stan_1_0.006741;496.201568099;
48;1512817724.5927787;Qurl_0_16.000000;443.874788318;
48;1512817724.5927787;Rick_1_0.271631;427.422964204;
48;1512817724.5927787;Vlad_0_21.000000;413.499219673;
48;1512817724.5927787;Stan_2_0.413767;382.108828554;
48;1512817724.5927787;Stan_0_18.000000;317.611601878;
48;1512817724.5927787;Rick_4_0.006140;248.577982021;
48;1512817724.5927787;Walt_0_22.000000;173.751512015;
48;1512817724.5927787;Stan_7_0.266591;139.03936822;RIP
49;1512817728.5100498;Stan_5_0.528804;509.659822787;Stan_6_0.006465
49;1512817728.5100498;Stan_3_0.272069;446.919968776;
49;1512817728.5100498;Stan_6_0.110165;413.435996802;
49;1512817728.5100498;Zack_0_25.000000;323.925977076;
49;1512817728.5100498;Theo_0_19.000000;298.551678369;
49;1512817728.5100498;Qurl_0_16.000000;287.259782539;
49;1512817728.5100498;Zack_3_0.022080;235.442804762;
49;1512817728.5100498;Rick_4_0.006140;228.024821474;
49;1512817728.5100498;Rick_1_0.271631;221.927103211;
49;1512817728.5100498;Vlad_0_21.000000;192.706706721;RIP
50;1512817962.860471;Stan_6_0.006465;1700.90433654;Stan_7_0.021211
50;1512817962.860471;Stan_5_0.528804;1629.70696682;
50;1512817962.860471;Stan_1_0.319945;1624.02777686;
50;1512817962.860471;Rick_1_0.271631;1607.19204924;
50;1512817962.860471;Rick_4_0.006140;1590.27199232;
50;1512817962.860471;Zack_3_0.022080;1547.86578312;
50;1512817962.860471;Stan_1_0.006741;1415.19501262;
50;1512817962.860471;Theo_0_19.000000;1413.59444989;
50;1512817962.860471;Xavi_1_0.735927;1184.24051004;
50;1512817962.860471;Qurl_3_0.901346;593.658279951;RIP
51;1512817994.8662906;Rick_3_0.337048;881.680022561;Rick_4_0.062090
51;1512817994.8662906;Walt_0_22.000000;837.588376662;
51;1512817994.8662906;Xavi_1_0.735927;824.496601939;
51;1512817994.8662906;Stan_4_0.117801;817.449671759;
51;1512817994.8662906;Stan_1_0.319945;813.714067628;
51;1512817994.8662906;Stan_5_0.528804;805.961481711;
51;1512817994.8662906;Stan_7_0.021211;786.956165475;
51;1512817994.8662906;Qurl_0_16.000000;760.855542795;
51;1512817994.8662906;Stan_2_0.413767;758.29067101;
51;1512817994.8662906;Stan_1_0.006741;417.219792066;RIP
52;1512818007.2821543;Stan_5_0.528804;343.707820383;Stan_6_0.000030
52;1512818007.2821543;Stan_6_0.006465;341.612274697;
52;1512818007.2821543;Qurl_0_16.000000;337.430498992;
52;1512818007.2821543;Stan_4_0.117801;336.90772123;
52;1512818007.2821543;Rick_4_0.062090;306.517806042;
52;1512818007.2821543;Xavi_1_0.735927;305.827760924;
52;1512818007.2821543;Stan_6_0.110165;304.796351492;
52;1512818007.2821543;Rick_2_0.002941;298.207596852;
52;1512818007.2821543;Stan_1_0.319945;297.222587337;
52;1512818007.2821543;Rick_4_0.006140;291.995566363;RIP
53;1512818018.8096268;Zack_0_25.000000;873.733260243;Zack_1_0.198658
53;1512818018.8096268;Theo_0_19.000000;837.849336569;
53;1512818018.8096268;Qurl_0_16.000000;829.846485266;
53;1512818018.8096268;Stan_6_0.110165;810.657859733;
53;1512818018.8096268;Rick_4_0.002448;789.379251445;
53;1512818018.8096268;Rick_1_0.271631;782.056153586;
53;1512818018.8096268;Stan_7_0.021211;773.450814631;
53;1512818018.8096268;Stan_6_0.006465;753.993671435;
53;1512818018.8096268;Rick_2_0.002941;655.017909481;
53;1512818018.8096268;Stan_0_18.000000;491.001507729;RIP
54;1512818196.4727654;Stan_2_0.413767;1672.19235083;Stan_3_0.272559
54;1512818196.4727654;Stan_6_0.000030;1641.49007651;
54;1512818196.4727654;Stan_5_0.528804;1637.01945947;
54;1512818196.4727654;Zack_1_0.140045;1622.91262156;
54;1512818196.4727654;Stan_1_0.319945;1565.49686144;
54;1512818196.4727654;Stan_4_0.117801;1330.5935057;
54;1512818196.4727654;Walt_0_22.000000;1164.38527662;
54;1512818196.4727654;Rick_2_0.002941;940.351445691;
54;1512818196.4727654;Rick_3_0.337048;886.881835128;
54;1512818196.4727654;Rick_4_0.002448;815.351163722;RIP
55;1512818200.667386;Stan_7_0.021211;862.843751733;Stan_8_0.030826
55;1512818200.667386;Zack_0_25.000000;854.10575048;
55;1512818200.667386;Qurl_2_0.314982;850.625346934;
55;1512818200.667386;Zack_3_0.022080;821.523408313;
55;1512818200.667386;Stan_1_0.319945;817.300064566;
55;1512818200.667386;Zack_1_0.140045;815.471543681;
55;1512818200.667386;Stan_6_0.110165;777.927723432;
55;1512818200.667386;Stan_4_0.117801;763.865796613;
55;1512818200.667386;Qurl_0_16.000000;669.483431999;
55;1512818200.667386;Zack_1_0.198658;494.417491702;RIP
56;1512818204.5368965;Walt_0_22.000000;374.817609401;Walt_1_0.000140
56;1512818204.5368965;Stan_3_0.272559;355.764469713;
56;1512818204.5368965;Stan_5_0.528804;344.843709529;
56;1512818204.5368965;Stan_8_0.030826;320.631489018;
56;1512818204.5368965;Qurl_2_0.002489;315.356640265;
56;1512818204.5368965;Rick_2_0.002941;315.083041317;
56;1512818204.5368965;Rick_1_0.271631;299.336532263;
56;1512818204.5368965;Qurl_1_0.797386;286.304554714;
56;1512818204.5368965;Stan_6_0.110165;283.727766043;
56;1512818204.5368965;Stan_3_0.272069;277.6276082;RIP
57;1512818208.811476;Stan_6_0.000030;825.985313624;Stan_7_1.232503
57;1512818208.811476;Stan_8_0.030826;810.508301324;
57;1512818208.811476;Rick_3_0.337048;794.857123229;
57;1512818208.811476;Stan_5_0.528804;792.938953221;
57;1512818208.811476;Walt_0_22.000000;792.561153217;
57;1512818208.811476;Theo_0_19.000000;788.326858688;
57;1512818208.811476;Stan_7_0.021211;775.092373294;
57;1512818208.811476;Qurl_2_0.002489;773.292192321;
57;1512818208.811476;Stan_6_0.006465;760.157797999;
57;1512818208.811476;Rick_1_0.271631;755.141237371;RIP
58;1512818214.2530997;Stan_7_1.232503;2704.38331141;Stan_8_0.058547
58;1512818214.2530997;Stan_6_0.006465;2616.48932484;
58;1512818214.2530997;Zack_3_0.022080;2601.00704322;
58;1512818214.2530997;Stan_8_0.030826;2599.33180846;
58;1512818214.2530997;Stan_6_0.110165;2570.72293443;
58;1512818214.2530997;Stan_4_0.117801;554.449580636;
58;1512818214.2530997;Walt_0_22.000000;492.069816641;
58;1512818214.2530997;Walt_1_0.000140;404.610077788;
58;1512818214.2530997;Theo_1_0.024339;322.31199028;
58;1512818214.2530997;Rick_3_0.337048;309.27947228;RIP
59;1512818219.7885516;Stan_6_0.110165;2987.8742688;Stan_7_0.313379
59;1512818219.7885516;Zack_3_0.022080;2925.22375911;
59;1512818219.7885516;Stan_6_0.006465;2330.36293389;
59;1512818219.7885516;Stan_6_0.000030;2244.05239258;
59;1512818219.7885516;Qurl_2_0.314982;1990.49788188;
59;1512818219.7885516;Walt_1_0.000140;657.691114123;
59;1512818219.7885516;Zack_1_0.140045;549.34813452;
59;1512818219.7885516;Stan_2_0.413767;546.185866109;
59;1512818219.7885516;Walt_0_22.000000;483.036707323;
59;1512818219.7885516;Rick_4_0.062090;430.702800511;RIP
60;1512818270.6770344;Qurl_2_0.002489;1644.73959754;Qurl_3_0.023025
60;1512818270.6770344;Stan_5_0.528804;1644.17532338;
60;1512818270.6770344;Stan_2_0.413767;1593.90133596;
60;1512818270.6770344;Zack_3_0.022080;1588.35091299;
60;1512818270.6770344;Stan_6_0.000030;1572.87998133;
60;1512818270.6770344;Zack_1_0.140045;1561.77159376;
60;1512818270.6770344;Walt_0_22.000000;1377.39931113;
60;1512818270.6770344;Qurl_2_0.314982;925.801928441;
60;1512818270.6770344;Qurl_1_0.797386;877.063624006;
60;1512818270.6770344;Stan_7_0.313379;743.418923685;RIP
61;1512818274.8382144;Stan_6_0.110165;835.469802822;Stan_7_0.048235
61;1512818274.8382144;Qurl_3_0.023025;823.700834289;
61;1512818274.8382144;Qurl_1_0.797386;806.453153573;
61;1512818274.8382144;Xavi_1_0.735927;794.22905194;
61;1512818274.8382144;Rick_2_0.002941;783.151584086;
61;1512818274.8382144;Qurl_0_16.000000;779.063607847;
61;1512818274.8382144;Qurl_2_0.002489;749.976523377;
61;1512818274.8382144;Stan_4_0.117801;738.056140924;
61;1512818274.8382144;Walt_1_0.000140;502.681814126;
61;1512818274.8382144;Walt_0_22.000000;427.662097054;RIP
62;1512818278.6909492;Stan_7_1.232503;368.454610102;Stan_8_0.218431
62;1512818278.6909492;Stan_7_0.048235;359.391922112;
62;1512818278.6909492;Qurl_2_0.002489;344.686840604;
62;1512818278.6909492;Theo_0_19.000000;343.480674092;
62;1512818278.6909492;Zack_3_0.022080;325.021077007;
62;1512818278.6909492;Stan_6_0.110165;320.125304501;
62;1512818278.6909492;Zack_0_25.000000;302.391852658;
62;1512818278.6909492;Stan_5_0.528804;299.619040622;
62;1512818278.6909492;Stan_6_0.006465;287.03706239;
62;1512818278.6909492;Stan_6_0.000030;273.913397325;RIP
63;1512818283.0848727;Stan_7_1.232503;947.642415356;Stan_8_0.693022
63;1512818283.0848727;Qurl_3_0.023025;913.17937079;
63;1512818283.0848727;Qurl_2_0.314982;840.18072043;
63;1512818283.0848727;Qurl_0_16.000000;826.559828641;
63;1512818283.0848727;Zack_3_0.022080;821.539302005;
63;1512818283.0848727;Stan_5_0.528804;789.480669349;
63;1512818283.0848727;Rick_2_0.002941;783.929852209;
63;1512818283.0848727;Zack_0_25.000000;759.676829186;
63;1512818283.0848727;Stan_1_0.319945;668.90415093;
63;1512818283.0848727;Theo_1_0.024339;424.76024275;RIP
64;1512818288.4143896;Stan_7_0.021211;2672.99839507;Stan_8_0.001016
64;1512818288.4143896;Stan_8_0.218431;2618.98292959;
64;1512818288.4143896;Zack_0_25.000000;2503.61765886;
64;1512818288.4143896;Xavi_1_0.735927;2459.30532648;
64;1512818288.4143896;Qurl_2_0.314982;2008.32967389;
64;1512818288.4143896;Qurl_3_0.023025;615.001556121;
64;1512818288.4143896;Stan_8_0.058547;554.674330886;
64;1512818288.4143896;Walt_1_0.000140;496.103943959;
64;1512818288.4143896;Stan_4_0.117801;466.339150495;
64;1512818288.4143896;Rick_2_0.002941;322.092292799;RIP
65;1512818293.8258417;Zack_3_0.022080;2989.71235927;Zack_4_0.080926
65;1512818293.8258417;Zack_1_0.140045;2357.04897946;
65;1512818293.8258417;Stan_5_0.528804;2336.43000187;
65;1512818293.8258417;Stan_7_1.232503;2268.90866821;
65;1512818293.8258417;Stan_6_0.006465;2114.98341837;
65;1512818293.8258417;Stan_8_0.693022;1637.4996048;
65;1512818293.8258417;Qurl_3_0.023025;752.098402731;
65;1512818293.8258417;Qurl_0_16.000000;584.47539254;
65;1512818293.8258417;Walt_1_0.000140;563.759430463;
65;1512818293.8258417;Qurl_2_0.002489;541.63356307;RIP
66;1512818299.2858381;Stan_8_0.058547;2828.60613391;Stan_9_0.064546
66;1512818299.2858381;Stan_2_0.413767;2823.82108464;
66;1512818299.2858381;Stan_8_0.001016;2126.59337365;
66;1512818299.2858381;Qurl_3_0.023025;2090.39009358;
66;1512818299.2858381;Qurl_1_0.797386;1730.85851967;
66;1512818299.2858381;Zack_0_25.000000;781.455090975;
66;1512818299.2858381;Walt_1_0.000140;555.8328029;
66;1512818299.2858381;Xavi_1_0.735927;494.006341029;
66;1512818299.2858381;Stan_4_0.117801;493.831438433;
66;1512818299.2858381;Stan_3_0.272559;446.396419277;RIP
67;1512818304.8243704;Stan_8_0.218431;2503.89011084;Stan_9_0.053566
67;1512818304.8243704;Stan_5_0.528804;2376.93033006;
67;1512818304.8243704;Stan_8_0.001016;2339.25903322;
67;1512818304.8243704;Stan_2_0.413767;2296.23481962;
67;1512818304.8243704;Zack_4_0.080926;2270.29235236;
67;1512818304.8243704;Stan_7_0.048235;2258.01915777;
67;1512818304.8243704;Zack_0_25.000000;2250.76749897;
67;1512818304.8243704;Qurl_2_0.314982;1828.37663368;
67;1512818304.8243704;Qurl_3_0.023025;850.39066903;
67;1512818304.8243704;Stan_8_0.058547;733.331711906;RIP
68;1512818310.4013278;Stan_8_0.218431;2807.27651912;Stan_9_0.185475
68;1512818310.4013278;Stan_9_0.053566;2773.15271629;
68;1512818310.4013278;Zack_1_0.140045;2753.40840418;
68;1512818310.4013278;Xavi_1_0.735927;2280.29350546;
68;1512818310.4013278;Stan_8_0.693022;1765.12861439;
68;1512818310.4013278;Qurl_1_0.797386;1723.04633159;
68;1512818310.4013278;Stan_9_0.064546;900.814085689;
68;1512818310.4013278;Stan_7_0.048235;664.952076709;
68;1512818310.4013278;Stan_4_0.117801;549.781485108;
68;1512818310.4013278;Walt_1_0.000140;422.074311911;RIP
69;1512818315.6419322;Zack_4_0.080926;2647.39119164;Zack_5_0.317655
69;1512818315.6419322;Stan_1_0.319945;1832.51058735;
69;1512818315.6419322;Stan_7_0.048235;1756.34049901;
69;1512818315.6419322;Stan_8_0.218431;1668.95288287;
69;1512818315.6419322;Stan_6_0.006465;1623.50710573;
69;1512818315.6419322;Stan_7_0.021211;1506.33144532;
69;1512818315.6419322;Qurl_2_0.314982;1478.10819559;
69;1512818315.6419322;Qurl_3_0.023025;686.433767649;
69;1512818315.6419322;Stan_4_0.117801;640.369345768;
69;1512818315.6419322;Theo_0_19.000000;566.45784617;RIP
70;1512818381.5297306;Qurl_0_16.000000;1682.43380629;Qurl_1_0.698416
70;1512818381.5297306;Stan_8_0.030826;1647.08496223;
70;1512818381.5297306;Zack_0_25.000000;1646.77275204;
70;1512818381.5297306;Stan_9_0.185475;1609.38017677;
70;1512818381.5297306;Zack_3_0.022080;1594.41644903;
70;1512818381.5297306;Stan_6_0.006465;1576.35285352;
70;1512818381.5297306;Stan_8_0.218431;1339.71654064;
70;1512818381.5297306;Stan_9_0.053566;1225.8483702;
70;1512818381.5297306;Zack_5_0.317655;1106.99676272;
70;1512818381.5297306;Qurl_2_0.314982;775.32229189;RIP
71;1512818507.7449722;Stan_5_0.528804;1668.2718533;Stan_6_0.077519
71;1512818507.7449722;Qurl_0_16.000000;1664.84236686;
71;1512818507.7449722;Stan_9_0.185475;1663.839172;
71;1512818507.7449722;Zack_1_0.140045;1615.66837692;
71;1512818507.7449722;Stan_1_0.319945;1589.12563134;
71;1512818507.7449722;Stan_6_0.110165;1567.82542691;
71;1512818507.7449722;Stan_2_0.413767;1541.02840802;
71;1512818507.7449722;Zack_4_0.080926;1539.9825028;
71;1512818507.7449722;Stan_7_1.232503;1388.76862399;
71;1512818507.7449722;Zack_5_0.317655;1039.96760209;RIP
72;1512818512.0275114;Stan_9_0.053566;892.668999843;Stan_10_0.007108
72;1512818512.0275114;Stan_9_0.064546;852.540412492;
72;1512818512.0275114;Stan_8_0.030826;834.905070946;
72;1512818512.0275114;Stan_8_0.218431;834.065652079;
72;1512818512.0275114;Zack_3_0.022080;818.828330252;
72;1512818512.0275114;Stan_7_0.048235;818.775510448;
72;1512818512.0275114;Zack_1_0.140045;815.373785102;
72;1512818512.0275114;Stan_9_0.185475;766.896165242;
72;1512818512.0275114;Stan_6_0.006465;758.914608671;
72;1512818512.0275114;Qurl_1_0.698416;53.7645869632;RIP
73;1512818515.9732816;Stan_9_0.064546;376.279601722;Stan_10_0.000902
73;1512818515.9732816;Qurl_0_16.000000;370.695235443;
73;1512818515.9732816;Stan_7_0.021211;353.993040174;
73;1512818515.9732816;Stan_8_0.218431;329.080579456;
73;1512818515.9732816;Stan_10_0.007108;327.963773097;
73;1512818515.9732816;Zack_3_0.022080;325.358125935;
73;1512818515.9732816;Qurl_3_0.023025;304.082991374;
73;1512818515.9732816;Stan_6_0.006465;287.142590525;
73;1512818515.9732816;Stan_1_0.319945;280.821811772;
73;1512818515.9732816;Stan_6_0.077519;277.778276243;RIP
74;1512818520.4033866;Zack_0_25.000000;873.854956849;Zack_1_0.541251
74;1512818520.4033866;Stan_7_0.021211;831.17185989;
74;1512818520.4033866;Zack_3_0.022080;828.22748831;
74;1512818520.4033866;Stan_6_0.110165;809.212275995;
74;1512818520.4033866;Stan_8_0.218431;806.603604432;
74;1512818520.4033866;Stan_10_0.007108;785.440270351;
74;1512818520.4033866;Stan_2_0.413767;784.889820454;
74;1512818520.4033866;Stan_7_0.048235;778.873842128;
74;1512818520.4033866;Zack_4_0.080926;773.31585573;
74;1512818520.4033866;Stan_9_0.185475;766.484323404;RIP
75;1512818525.8780818;Stan_8_0.030826;2657.14390159;Stan_9_0.029703
75;1512818525.8780818;Stan_8_0.001016;2631.98600245;
75;1512818525.8780818;Stan_6_0.006465;2612.89581238;
75;1512818525.8780818;Stan_1_0.319945;2588.40953364;
75;1512818525.8780818;Stan_5_0.528804;2097.59761038;
75;1512818525.8780818;Qurl_0_16.000000;772.010056274;
75;1512818525.8780818;Stan_9_0.064546;729.980720924;
75;1512818525.8780818;Zack_4_0.080926;628.962131132;
75;1512818525.8780818;Stan_2_0.413767;541.705859298;
75;1512818525.8780818;Stan_9_0.053566;267.689003567;RIP
76;1512818531.7171595;Stan_8_0.030826;3059.26004015;Stan_9_0.317184
76;1512818531.7171595;Stan_7_1.232503;2588.14043246;
76;1512818531.7171595;Zack_1_0.140045;2224.95570242;
76;1512818531.7171595;Stan_6_0.110165;2213.87461492;
76;1512818531.7171595;Stan_7_0.048235;2146.63683699;
76;1512818531.7171595;Stan_10_0.007108;2103.10811178;
76;1512818531.7171595;Stan_9_0.029703;2049.82543854;
76;1512818531.7171595;Stan_4_0.117801;989.04746162;
76;1512818531.7171595;Stan_9_0.064546;613.01698294;
76;1512818531.7171595;Stan_10_0.000902;450.630649225;RIP
77;1512818538.8973262;Stan_8_0.001016;4626.74461838;Stan_9_0.233434
77;1512818538.8973262;Zack_1_0.541251;4621.84981069;
77;1512818538.8973262;Zack_1_0.140045;3028.95372704;
77;1512818538.8973262;Stan_6_0.006465;3019.50940536;
77;1512818538.8973262;Stan_9_0.317184;2985.35767664;
77;1512818538.8973262;Stan_7_0.048235;2857.74690355;
77;1512818538.8973262;Stan_9_0.029703;2134.70508804;
77;1512818538.8973262;Qurl_3_0.023025;768.957986858;
77;1512818538.8973262;Stan_7_1.232503;681.047073952;
77;1512818538.8973262;Stan_2_0.413767;465.451318752;RIP
78;1512818544.4752567;Zack_1_0.140045;2422.5846902;Zack_2_1.261034
78;1512818544.4752567;Stan_9_0.233434;2413.2910163;
78;1512818544.4752567;Stan_8_0.030826;2410.77942213;
78;1512818544.4752567;Stan_9_0.029703;2388.35462504;
78;1512818544.4752567;Stan_10_0.007108;2340.57132452;
78;1512818544.4752567;Stan_9_0.317184;2287.29764955;
78;1512818544.4752567;Stan_4_0.117801;700.413999612;
78;1512818544.4752567;Qurl_0_16.000000;670.616782435;
78;1512818544.4752567;Stan_9_0.064546;422.61484925;
78;1512818544.4752567;Zack_3_0.022080;330.392145603;RIP
79;1512818554.615076;Stan_6_0.110165;1696.04481297;Stan_7_0.141362
79;1512818554.615076;Stan_6_0.006465;1685.32583234;
79;1512818554.615076;Stan_9_0.029703;1675.15065463;
79;1512818554.615076;Stan_10_0.007108;1663.12748156;
79;1512818554.615076;Stan_9_0.317184;1594.77866769;
79;1512818554.615076;Zack_4_0.080926;1585.26253819;
79;1512818554.615076;Stan_8_0.218431;1358.72092846;
79;1512818554.615076;Stan_4_0.117801;1251.03976575;
79;1512818554.615076;Stan_9_0.064546;702.885410009;
79;1512818554.615076;Qurl_1_0.797386;545.034294542;RIP
80;1512818558.910698;Stan_9_0.064546;966.364752171;Stan_10_0.231311
80;1512818558.910698;Stan_7_1.232503;904.758128547;
80;1512818558.910698;Qurl_3_0.023025;870.377492816;
80;1512818558.910698;Stan_9_0.029703;837.713718499;
80;1512818558.910698;Stan_10_0.007108;836.802659636;
80;1512818558.910698;Stan_8_0.218431;806.40839277;
80;1512818558.910698;Stan_6_0.006465;795.302760557;
80;1512818558.910698;Xavi_1_0.735927;785.455990187;
80;1512818558.910698;Stan_6_0.110165;777.411664062;
80;1512818558.910698;Stan_8_0.001016;758.174369321;RIP
81;1512818562.7285082;Zack_1_0.541251;365.757757402;Zack_2_0.188928
81;1512818562.7285082;Stan_9_0.064546;365.100052591;
81;1512818562.7285082;Stan_6_0.110165;360.117897329;
81;1512818562.7285082;Zack_0_25.000000;344.461620546;
81;1512818562.7285082;Qurl_3_0.023025;334.109799264;
81;1512818562.7285082;Stan_7_0.021211;307.027315214;
81;1512818562.7285082;Stan_8_0.218431;301.777944326;
81;1512818562.7285082;Stan_4_0.117801;288.21592225;
81;1512818562.7285082;Stan_5_0.528804;283.9242688;
81;1512818562.7285082;Stan_9_0.317184;272.21669171;RIP
82;1512818566.9054353;Stan_9_0.064546;862.50318946;Stan_10_0.060869
82;1512818566.9054353;Zack_2_1.261034;853.847485767;
82;1512818566.9054353;Stan_10_0.007108;831.486599636;
82;1512818566.9054353;Xavi_1_0.735927;823.517909664;
82;1512818566.9054353;Stan_7_0.021211;789.119489117;
82;1512818566.9054353;Stan_8_0.218431;770.321812932;
82;1512818566.9054353;Stan_9_0.029703;759.576907852;
82;1512818566.9054353;Zack_1_0.541251;751.914745334;
82;1512818566.9054353;Qurl_3_0.023025;705.107298292;
82;1512818566.9054353;Stan_10_0.231311;355.535375514;RIP
83;1512818572.5052445;Stan_6_0.006465;2610.86372114;Stan_7_0.804065
83;1512818572.5052445;Zack_1_0.140045;2552.49618796;
83;1512818572.5052445;Zack_2_0.188928;2534.96219769;
83;1512818572.5052445;Stan_6_0.110165;2439.06105534;
83;1512818572.5052445;Stan_9_0.233434;2083.66796128;
83;1512818572.5052445;Qurl_0_16.000000;2064.30262469;
83;1512818572.5052445;Stan_1_0.319945;2043.71097888;
83;1512818572.5052445;Stan_10_0.007108;2039.86589352;
83;1512818572.5052445;Stan_8_0.693022;1734.23365063;
83;1512818572.5052445;Stan_9_0.064546;392.501500486;RIP
84;1512818578.189075;Stan_7_0.048235;2948.0060173;Stan_8_0.409847
84;1512818578.189075;Stan_4_0.117801;2846.93073708;
84;1512818578.189075;Stan_7_1.232503;2265.38787261;
84;1512818578.189075;Stan_8_0.030826;2246.4287737;
84;1512818578.189075;Stan_8_0.218431;2246.13045874;
84;1512818578.189075;Stan_5_0.528804;2080.34357585;
84;1512818578.189075;Stan_1_0.319945;1960.39221076;
84;1512818578.189075;Stan_7_0.804065;1695.67890222;
84;1512818578.189075;Stan_10_0.007108;726.08666173;
84;1512818578.189075;Zack_4_0.080926;540.365096361;RIP
85;1512818584.2336721;Zack_2_1.261034;3055.94309531;Zack_3_0.078403
85;1512818584.2336721;Stan_5_0.528804;3016.70602967;
85;1512818584.2336721;Zack_0_25.000000;2868.56319112;
85;1512818584.2336721;Stan_6_0.110165;2858.68937889;
85;1512818584.2336721;Stan_7_0.141362;2852.70740851;
85;1512818584.2336721;Xavi_1_0.735927;2794.71341598;
85;1512818584.2336721;Stan_1_0.319945;2018.96616901;
85;1512818584.2336721;Stan_8_0.693022;1587.86223232;
85;1512818584.2336721;Stan_10_0.060869;508.439228389;
85;1512818584.2336721;Stan_8_0.218431;414.907729744;RIP
86;1512818589.6039667;Zack_3_0.078403;2410.53187688;Zack_4_0.027068
86;1512818589.6039667;Qurl_0_16.000000;2392.1677786;
86;1512818589.6039667;Stan_5_0.528804;2376.18140221;
86;1512818589.6039667;Stan_8_0.030826;2347.4247162;
86;1512818589.6039667;Zack_0_25.000000;2281.72082687;
86;1512818589.6039667;Stan_6_0.110165;2241.17252398;
86;1512818589.6039667;Stan_8_0.693022;1967.43987523;
86;1512818589.6039667;Stan_4_0.117801;547.633637721;
86;1512818589.6039667;Stan_7_0.141362;546.290058069;
86;1512818589.6039667;Stan_8_0.409847;306.277947911;RIP
87;1512818595.4148655;Stan_10_0.007108;2821.62890205;Stan_11_0.267811
87;1512818595.4148655;Zack_4_0.027068;2778.64857085;
87;1512818595.4148655;Zack_1_0.541251;2772.50747909;
87;1512818595.4148655;Zack_2_1.261034;2706.20610323;
87;1512818595.4148655;Stan_8_0.030826;2703.0733232;
87;1512818595.4148655;Stan_9_0.233434;2697.3793968;
87;1512818595.4148655;Zack_3_0.078403;2668.31899435;
87;1512818595.4148655;Stan_6_0.006465;2414.40987006;
87;1512818595.4148655;Stan_8_0.693022;1790.75273868;
87;1512818595.4148655;Stan_10_0.060869;378.164438425;RIP
88;1512818601.8715003;Zack_2_1.261034;3799.65922144;Zack_3_0.127627
88;1512818601.8715003;Stan_6_0.110165;3296.05019988;
88;1512818601.8715003;Zack_4_0.027068;3096.75962492;
88;1512818601.8715003;Stan_7_1.232503;1972.66704353;
88;1512818601.8715003;Zack_1_0.140045;1899.24665044;
88;1512818601.8715003;Zack_2_0.188928;1769.78521528;
88;1512818601.8715003;Stan_5_0.528804;1652.09193719;
88;1512818601.8715003;Stan_1_0.319945;1575.87366167;
88;1512818601.8715003;Stan_10_0.007108;1572.52571641;
88;1512818601.8715003;Qurl_3_0.023025;462.067289176;RIP
89;1512818606.605008;Zack_4_0.027068;1695.6347728;Zack_5_0.095683
89;1512818606.605008;Stan_1_0.319945;1686.86635491;
89;1512818606.605008;Stan_7_0.021211;1619.34015919;
89;1512818606.605008;Qurl_0_16.000000;1619.27842296;
89;1512818606.605008;Stan_6_0.006465;1582.84829146;
89;1512818606.605008;Zack_1_0.140045;1560.73051944;
89;1512818606.605008;Stan_4_0.117801;1450.24781438;
89;1512818606.605008;Stan_7_0.804065;1236.455495;
89;1512818606.605008;Stan_8_0.693022;682.128241949;
89;1512818606.605008;Stan_7_1.232503;608.856493763;RIP
90;1512818610.8762069;Stan_9_0.029703;855.949313075;Stan_10_0.083990
90;1512818610.8762069;Stan_1_0.319945;845.931398064;
90;1512818610.8762069;Stan_9_0.233434;813.357423965;
90;1512818610.8762069;Stan_5_0.528804;807.887518601;
90;1512818610.8762069;Stan_7_0.048235;797.803676752;
90;1512818610.8762069;Qurl_0_16.000000;788.598406506;
90;1512818610.8762069;Zack_3_0.078403;776.233306641;
90;1512818610.8762069;Stan_8_0.030826;767.87834434;
90;1512818610.8762069;Stan_10_0.007108;767.63109307;
90;1512818610.8762069;Stan_7_0.021211;758.147736137;RIP
91;1512818618.242034;Stan_6_0.110165;1683.143613;Stan_7_0.126582
91;1512818618.242034;Stan_10_0.083990;1661.80469962;
91;1512818618.242034;Zack_3_0.078403;1636.5668786;
91;1512818618.242034;Zack_1_0.140045;1603.80241003;
91;1512818618.242034;Zack_3_0.127627;1582.66439663;
91;1512818618.242034;Stan_7_0.141362;1570.48663114;
91;1512818618.242034;Zack_0_25.000000;1498.4534718;
91;1512818618.242034;Xavi_1_0.735927;1060.03781172;
91;1512818618.242034;Stan_11_0.267811;786.04968976;
91;1512818618.242034;Stan_8_0.693022;492.143068187;RIP
92;1512818622.4787984;Stan_11_0.267811;877.686732571;Stan_12_0.184707
92;1512818622.4787984;Zack_2_0.188928;848.020225189;
92;1512818622.4787984;Zack_0_25.000000;839.930774193;
